COUNTY,STATE,2020-mean,2021-mean,2023-mean
Alexandria City,VA,581521.3122891696,617561.7339507513,636496.6148289012
Indian River County,FL,243306.36681271248,284092.534848473,373960.28602499055
Martin County,FL,296781.2982578012,349431.99501408526,465256.8460576557
Sullivan County,TN,160133.62676453116,177864.74050385944,222588.7256762304
Stearns County,MN,216490.1576597821,243709.84649034648,281558.3630575615
Fairfield County,OH,224515.36305535588,260655.209331449,308673.5110261083
Schenectady County,NY,193306.2465887283,217464.52805913475,252855.6684291848
Bibb County,GA,104901.03430617314,121441.86500463246,153072.892348276
Madera County,CA,286640.9974282947,338582.0322582119,387764.76012266567
Comal County,TX,329133.46242045093,388967.8982213675,456074.2094842827
Rankin County,MS,185011.1872260933,205093.5727068908,243618.512667112
Franklin County,PA,198103.1037592156,222193.9355032997,253268.1042050792
Cumberland County,NJ,158592.00321503435,185392.6506086565,227750.2852359206
Mesa County,CO,280744.278887576,326353.2619315236,380952.2863461349
Columbia County,GA,222337.73356852937,252927.1774682478,303073.5498708627
Berrien County,MI,174711.0085496874,201065.0180062049,234796.23018113137
Stafford County,VA,369431.5079482363,425887.51360680914,481705.9158655749
Monroe County,MI,185830.25114541608,206386.0291937495,229133.44164926244
Washington County,MD,227327.5123318745,258958.81047956992,294146.42615716497
Santa Fe County,NM,394931.2255180916,456957.6718994757,524853.702995618
Merrimack County,NH,279424.9798055542,332946.7053694885,406526.7904519373
Penobscot County,ME,163270.85869542474,195350.06861231747,239687.87603262343
Citrus County,FL,174322.253915275,213862.14064112035,276932.5685234237
Kings County,CA,243714.82418847844,283129.02384107787,326257.367111033
Johnson County,IA,229895.9775792357,242022.4503816981,276336.6193700776
Canadian County,OK,186085.4740329232,206815.3162095882,250451.0004836721
Tolland County,CT,242700.27413363595,277944.8264160248,330585.86739045364
Scott County,MN,337811.25819595344,379014.1391561148,414784.0760303352
Sandoval County,NM,234763.19441963348,276671.87697070464,336712.76831730554
Orange County,NC,325668.72179790254,374403.5121189033,462635.5990021005
Rowan County,NC,172300.25545697866,206077.37010998384,248153.85405117995
Sussex County,NJ,273883.69979085226,322948.3123610921,373640.49482799874
Coweta County,GA,253230.4588562853,290966.3427454729,367446.0176903092
Coconino County,AZ,392591.9712586579,482484.1932199656,584931.1916417531
Parker County,TX,315659.774341557,361394.8898034875,429947.8921302531
Wilson County,TN,326352.489207355,374733.1725091541,466861.9012135658
Rock Island County,IL,121781.09268078885,129640.6507725051,140237.21447423028
Randolph County,NC,173173.97042551616,198237.59631907585,229677.2551458045
Douglas County,GA,195966.62110633464,241435.49868619512,303310.07509387727
Schuylkill County,PA,89504.31107862027,108550.47199318383,124945.73593891672
Jackson County,MS,147761.67410012972,166026.4115425235,190138.1813972808
Lebanon County,PA,199347.88902377884,222426.50283039952,263344.7423086601
Taylor County,TX,144212.74663324392,161193.0026939021,188955.6468243645
Livingston Parish,LA,199516.4933413031,216925.70704356208,238219.965409711
Monroe County,IN,219013.7809561574,249478.76889672724,286005.2748448676
Kaufman County,TX,232430.40993234448,274282.33876828564,323440.1672516402
Wright County,MN,282589.6731837696,325060.68025317654,358335.5165607271
Randall County,TX,180098.42887101087,202370.752028822,240470.5963544729
Napa County,CA,710171.393522134,805340.3524975926,875895.2479399774
Spotsylvania County,VA,310661.7484213954,353314.21614691336,400395.9189328114
Marathon County,WI,173491.93580675888,187120.452665281,217511.06796698165
Florence County,SC,137078.61591650694,154042.08004885336,181814.2812960737
Humboldt County,CA,398273.4571979892,431696.5081181196,455115.8858108568
Hampton City,VA,176985.91588866326,201844.9603787044,242524.92385474208
Washington County,WI,282846.0066768035,312648.98731130303,355449.7873764281
Clark County,OH,119603.45265151616,138440.43714741428,163743.95951423363
Boone County,KY,225846.07593246977,256839.9598428652,296076.05158844363
Calhoun County,MI,121698.76875306056,142636.33030328326,161086.933311485
Grayson County,TX,196010.8120509918,229625.1389012105,279041.1309184513
Cambria County,PA,105587.35067064538,111555.54621230211,113089.35990308442
Blount County,TN,220814.13121301297,262316.6884089247,338730.10410389985
Brunswick County,NC,268054.2095857052,317324.38675105665,402827.8958146088
Harnett County,NC,188247.8960917263,218727.7034667697,276875.4311321874
Warren County,KY,196546.5693263064,220853.67252639704,266331.0022189622
Tazewell County,IL,121400.58661471563,131116.8455797415,146631.12428963682
Washington County,TN,185261.70949042423,215274.6905724367,270289.8620225278
Wood County,OH,171555.10950573397,187957.389029076,211511.5795525757
Tangipahoa Parish,LA,191045.7605649332,207832.5603967776,215904.1298611781
Cache County,UT,304438.93943534483,378070.4510658558,446878.7946804583
Black Hawk County,IA,135305.80819063072,142379.09761111616,164429.75850394124
Kendall County,IL,242657.7723593785,268514.42393702595,324308.5273047591
Strafford County,NH,287540.0870655056,338136.4642526585,414056.5718588356
Rapides Parish,LA,143006.96884080762,146956.27677696277,156035.7043001127
Madison County,IN,110201.16747558456,131458.78470173597,158916.460208166
Washington County,RI,393784.9136070407,466641.00062648254,561989.3640277063
Pickens County,SC,188222.0154012658,216101.06192138515,269468.14457281603
Wichita County,TX,108069.22467903496,126824.31234045944,152175.90936178752
Fayette County,PA,114137.28980827134,130843.2114442794,133150.210199483
Berkshire County,MA,236314.19811057075,278257.6777563362,340386.5075849604
Hunterdon County,NJ,425208.38310715376,474867.8719313912,534806.6928864515
Skagit County,WA,403355.12779624894,484366.363356539,536268.6708641398
Clarke County,GA,197204.8635394744,232788.6637826289,290922.0761141847
Chautauqua County,NY,106027.59802021984,124833.50395507716,149937.04167049713
Bossier Parish,LA,179751.64393204942,191685.2444686069,220507.5106344264
Sebastian County,AR,144404.83732162634,157761.22386766152,179172.32126293832
Sumter County,FL,293732.8313973651,318678.437543341,407203.1831257618
Linn County,OR,284325.1063963226,337666.4291886561,385894.7846414663
Ascension Parish,LA,219485.78248498737,236103.22169135907,277491.08733805106
Cochise County,AZ,189797.03652389496,212922.4449679062,243593.2500291977
Richland County,OH,116197.40547091556,136229.02839611672,159010.90669566303
Gregg County,TX,164387.0027127993,170084.17642067603,204690.5313023904
Kennebec County,ME,179167.15342267623,222485.7869757588,277168.8848550906
Faulkner County,AR,184306.82678442204,201033.4654421245,233832.31226106352
Blair County,PA,149533.2754441518,157289.8193610623,158435.73370168178
San Juan County,NM,185411.75240249783,194194.1093128617,226181.404527246
Morgan County,AL,165746.9954557627,190546.43632173925,216263.5063633046
Saline County,AR,184814.36096402947,207980.6673041008,237388.5488171324
Jasper County,MO,138334.8680056199,156832.04802947256,189245.923547686
Bonneville County,ID,259386.3952400532,339872.00119686814,369438.5695624775
Comanche County,OK,100294.6933223834,114999.24644602236,131775.81520415258
Berkeley County,WV,203335.98393701023,239995.6869130114,282691.8410146949
La Crosse County,WI,211494.22620613364,234821.0587486455,272842.6204094134
Clark County,IN,177257.4457924514,202022.5759210403,233852.92162455607
Allegan County,MI,213264.6492439574,249249.6834748301,282997.37236873794
Tom Green County,TX,177039.9657027741,198685.5322771389,222340.7588697573
Potter County,TX,96320.62374552792,109925.6174634937,130731.89977546094
Robeson County,NC,89256.7537392141,106475.46149744002,131370.53245406318
Douglas County,KS,217099.16548438743,247283.6394005857,288531.9501417076
Carroll County,GA,177733.4595665239,214868.13098597268,270487.9806380143
Oswego County,NY,123472.10620497743,140461.23186248672,161808.0953607631
Wayne County,NC,130076.86341150478,141205.68723953617,167269.06999979986
Fayette County,GA,330738.79432033486,374130.9386437191,453322.5796240936
Jefferson County,NY,148978.99641122096,164266.0054116625,188674.4799462692
Sheboygan County,WI,191613.01706427403,215991.5885117311,253845.56632677896
Lowndes County,GA,136597.13596940928,155409.67794894692,191511.3331917745
Missoula County,MT,341097.06746517407,437546.6177337251,525830.7885927641
Wayne County,OH,165418.17208102343,188368.6194106729,288730.5291392608
Windham County,CT,221843.6865815864,259356.7033025197,299755.79976029944
Calhoun County,AL,125682.87215841917,140608.12896799497,151552.0078773039
Gallatin County,MT,468859.920776682,584283.1270464445,660146.9457649674
Henderson County,NC,279899.9771098928,326261.55522893387,397893.8383062328
Lycoming County,PA,167907.20288165953,182056.3154368604,204502.44002018392
Flagler County,FL,250801.23754302223,301702.56263133936,373750.9347948583
Saint Marys County,MD,321196.3593067476,358589.58541569166,389415.5934016469
Delaware County,IN,97817.30014532324,114648.41541227598,137886.0089167138
La Porte County,IN,158681.3574351927,182958.1645551027,217601.9140648817
Ontario County,NY,191234.46921543,217226.0875790163,259165.13211848887
Albemarle County,VA,377863.0957707004,413995.3315356577,478838.54590254487
Newton County,GA,186925.48586655475,225071.25868592176,289676.63547630014
Mercer County,PA,130238.94626331145,146607.60148353965,156985.61591189587
Douglas County,OR,234617.3390192344,279212.91845398844,320219.97676331364
Androscoggin County,ME,195405.08046066805,235069.94745829023,290922.991891124
Hardin County,KY,160431.60953220012,183212.8905844893,215086.3560990953
Terrebonne Parish,LA,182733.71038688405,178351.34479606958,170360.55552125353
La Salle County,IL,124270.14909598453,137328.16489728846,153019.0540684498
Craighead County,AR,154260.71839610173,170300.02050723202,199601.36177149587
Cowlitz County,WA,297449.5971291551,353097.1256376512,391233.7572026284
Warren County,NJ,267838.37297513656,312021.11559932336,358649.050399954
Hanover County,VA,307010.0970219116,338881.8292809465,388692.92502113176
Eaton County,MI,182197.3859207794,201953.1637138777,226101.02492065929
Saint Lawrence County,NY,94920.55945692996,108700.91327829432,123255.88155531626
Pennington County,SD,234866.54393418005,271160.3971260847,333146.9474561338
Madison County,MS,238408.9441755309,262303.5932405742,310535.24416120554
Kankakee County,IL,149288.7051551557,165091.597704189,186799.1135370952
Bartow County,GA,199217.8654540828,239320.81070761257,300176.1965110058
Miami County,OH,173448.4136121379,195848.3132117871,225524.14909760785
Bradley County,TN,192024.7955683625,225601.9695595113,276803.4658141676
Yamhill County,OR,373743.4413460881,439941.5653325629,480341.6970183011
Cass County,MO,227506.37965764944,258715.67029175,294660.78782841016
Matanuska Susitna Borough,AK,288519.7942513518,316382.7499571006,350639.5435281073
Navajo County,AZ,246864.9886205984,315784.5246255708,370291.2299700765
Vigo County,IN,104887.1410243562,116325.58917227785,136746.9224124421
Houston County,AL,135375.16371286588,147582.33368887458,173881.4452711656
Walworth County,WI,252813.8245710632,293318.269700801,341481.19412483013
Carver County,MN,361057.9456900914,407122.5294527745,447677.618742174
Monongalia County,WV,210007.8917984173,227646.73023445669,244233.6737060245
Tompkins County,NY,228698.1155278012,253439.7841262035,300585.75056405045
Sumter County,SC,146894.7279849451,157440.45025086644,178209.85168500632
Rockwall County,TX,293952.1552410175,345346.26189064654,421475.3072348178
Eau Claire County,WI,209069.28168596583,238237.8471909278,277480.3414878465
Platte County,MO,268181.2371581485,303945.4648672512,345664.1447232444
Woodbury County,IA,141093.02129198742,154258.17128979802,177115.7743163976
Macon County,IL,84505.60812157816,92459.47782236867,100537.99248789606
Franklin County,MO,181107.10705996992,206327.4955112839,236716.6990239081
Bay County,MI,114292.0199271638,127528.86804115078,146932.00322745083
Fond du Lac County,WI,175977.2291655847,197899.93922240907,237011.46873509567
Adams County,PA,221378.5018199463,248174.5970120084,281636.8581561651
Etowah County,AL,126382.41936465632,142172.81205004058,157210.5189846805
Flathead County,MT,357771.5660549469,479852.613776842,598100.8667596711
Cecil County,MD,262894.1513951009,298162.1180453882,334712.8608367733
Wicomico County,MD,182945.14243972,206736.0464203453,241638.49053773028
Whitfield County,GA,157269.43171597217,181371.3511974229,217784.6928176157
Daviess County,KY,139308.76507128446,155388.86338651145,183405.6899633385
Allen County,OH,121251.37148798538,139919.63065812064,160236.77838635142
Columbiana County,OH,108881.8394237092,121226.30811621474,138049.982025457
Nevada County,CA,485510.5343249941,587943.1948611765,607556.8599674712
Limestone County,AL,218043.5687953035,262057.3708772545,304997.7310916478
Craven County,NC,168520.44221652608,190788.02354678,242463.93038122225
Highlands County,FL,147929.07170018007,175451.37965255816,231469.531359392
DeKalb County,IL,186108.25395580707,206467.3526198117,238962.8247750805
Laramie County,WY,314429.86826985364,332476.01993370365,354095.9096141556
Garland County,AR,157569.25107483353,188216.5387762813,232107.9425028161
Roanoke City,VA,132057.1576116313,151041.83055278446,188701.82623805213
Lenawee County,MI,159362.3506840312,181507.8806116338,205669.46809274927
Montgomery County,VA,231700.96076695857,263821.8448475996,302554.7644460557
Sutter County,CA,325534.4590408755,384547.013380978,417900.8107284985
Maury County,TN,250569.0234193159,300349.1928742731,376206.1859858595
Cleveland County,NC,137274.09852643523,162820.3084672288,199064.45820369755
Hunt County,TX,201987.3695180634,237551.16528600463,285588.2322046201
Dubuque County,IA,187739.0841367795,204114.2193492036,235510.72202421885
Moore County,NC,252325.699319152,299900.25753750326,382631.20850820834
Madison County,TN,149347.70559768195,172471.4272260003,211478.36184719484
Floyd County,GA,147330.19409263626,171534.0346589261,206656.7692076841
Story County,IA,198911.2528799259,214727.2803942368,246991.59098154973
