,RegionName,StateName,2000-mean,2001-mean,2002-mean,2003-mean,2004-mean,2005-mean,2006-mean,2007-mean,2008-mean,2009-mean,2010-mean,2011-mean,2012-mean,2013-mean,2014-mean,2015-mean,2016-mean,2017-mean,2018-mean,2019-mean,2020-mean,2021-mean,2022-mean,2023-mean,2024-mean
65,San Francisco County,CA,434879.2066315909,517124.8255446456,527321.7134794069,566377.8544877638,637362.6668134882,743284.2166039575,773400.6645499064,782032.8001671062,747075.9967609905,669459.8526331151,654772.7854128917,614591.9576762109,647973.001648258,781535.1215841934,898662.5699017444,1052013.127976088,1125919.986988004,1159094.7038348448,1268083.2670630992,1270492.9013593204,1310165.2551288104,1351745.9193534525,1400877.8214195117,1241488.7170852798,1231319.4121855015
66,Hidalgo County,TX,,,,,,,,78582.59226669223,78755.89112539082,78334.40225965447,83861.65087253474,84762.64461554114,83043.3249071805,84460.65959533276,88403.41792508202,93256.35671383917,99067.3292631378,102627.85750467978,107333.47905939136,112111.0345964204,122361.8885931648,140836.06870837286,163992.34339525076,176871.71808613895,186141.67686277835
67,New Haven County,CT,146080.981969653,159245.32290218875,177544.459005878,199805.4492664654,225821.79725043787,256410.77695048504,281226.1452974409,280454.5758802877,260032.5243707676,239595.6961551006,231143.09138935996,217343.60518808875,204601.6037822195,203862.4810282433,206489.79366281076,205581.0464756428,207322.97777069348,211609.48212511625,217255.17417051527,223008.7323238548,235723.15517659928,273223.32825489755,306565.2079513177,329665.570567476,360667.3225959364
68,El Paso County,TX,95970.93964613328,92841.95534483106,92404.90419100416,95335.2784199,102912.209292294,111246.4552735736,122930.17449808388,136555.82907859804,136053.8730218959,130741.77726444308,130522.91287610108,127703.71020202622,124524.244656022,123456.77871392493,123436.29032280008,125314.97750505572,127939.94644269795,132233.7094936022,134389.56814490003,137751.56841805254,145672.8901999852,165652.20539130244,191693.64157514763,207391.09596343,217533.7158554922
69,Middlesex County,NJ,184725.42508941377,208239.87447255536,236505.60059053215,272324.6319930938,303572.2170690269,349385.9554454626,382778.5920446489,374516.2386425221,352599.95938825124,327394.8127768123,317527.71543478395,296931.1026424703,280334.2270599622,286210.4598744182,303516.68434395146,310696.4472110636,321471.5468640717,329273.69857514603,344156.524972828,360703.3708171927,378611.257427341,417918.542719291,452256.70643576427,479289.7096938061,524111.0934030138
70,Worcester County,MA,168885.01974889237,194825.45156775333,222406.79187139196,253435.4327079528,281202.55035838165,306156.1750642804,310078.78362600814,293914.75585611403,268535.6153443256,245366.23960281987,243985.26139160848,229894.20394870787,211631.92934921864,215658.72948932688,226781.63706910904,235209.14156597687,248381.96530213623,265871.34439555515,283620.30267258844,293880.2819361785,313587.396275315,362253.44928922487,400757.4943229095,424256.8961881031,458075.33355445176
71,Essex County,NJ,198076.83470221784,223286.9070656912,252992.75913668945,291007.2986565836,324891.55243810575,374823.6085367815,415886.7084433848,420116.339722262,398912.3437805672,361192.6225888887,343070.33654692286,323984.9919499829,307060.0821393859,314555.0401622737,337736.57514958695,349771.94570909423,363734.5907529721,379678.53881024936,397138.2030489545,413874.5179220045,440014.9998885663,490779.1661628419,528423.7172619685,555991.7203775943,606759.2916109267
72,Montgomery County,PA,160441.74775747274,170424.14585086724,187068.15143913229,211365.6299854692,239398.74386033937,270708.96626606927,291395.1892499678,292007.70210369513,284166.37453974114,272015.44549066626,268421.9814814106,256863.94294078308,251408.0277516924,258516.05144680035,266375.56994020374,271697.1110489498,278865.50700543576,289016.63195649773,300677.8750371809,308815.15423122136,324148.7518256664,367656.0662181801,406101.330277343,428085.9606715113,450474.17951468047
73,Baltimore County,MD,138239.50706051153,143806.5793307214,154275.08366611224,171321.6881974529,198287.54256551308,238477.5490334324,276674.2498125968,288242.32416264334,278029.1868748725,252148.7194695821,239149.9919135731,220535.7997573486,214567.71078903848,220858.4279123285,228563.3363214988,232016.1452482852,237376.4286688577,244225.28994095992,251574.3149203485,259870.07121943863,270431.9632692316,300191.6747381002,323545.7379259952,331097.85322446644,340441.9672020534
74,Ventura County,CA,268457.0602657575,300043.485103393,336264.5977990729,402246.8114183648,495809.3618132919,592399.8402790959,644171.8088823676,601172.4460534109,493865.111354033,424655.5846460784,424058.047623709,403374.6536129061,376776.4021841009,426739.2360649856,479072.7099761356,506521.4537474464,538582.8339658035,569517.3444649988,599193.6999622247,607711.7887039126,631422.6489624075,724302.627150175,816037.4107877769,811890.1207646638,859013.1071020941
75,Hamilton County,OH,112710.67609143612,118635.16055846753,123694.88812595436,129155.41171850344,133744.24778273198,137768.8224712036,141156.06087289154,140034.87938006906,135006.8630607104,126098.16171161394,128329.61950902514,118873.70235399088,115066.54277464404,117569.72504437272,122179.49288343408,127326.9973268797,134480.35973945647,143705.96362945013,153182.16701990165,163981.33841783158,176318.9888431389,203335.50941760567,223883.34657142995,235452.6167508813,249580.27765588695
76,Snohomish County,WA,220341.17054697848,231156.0127733285,242345.6606201846,251322.55949482904,266839.4899903693,300870.7967422948,353804.0041937733,387301.3698095847,358791.0103817636,310441.6002888223,283467.2389343036,247415.85732358543,231999.6192804981,262988.5180560236,292917.64346719394,318989.026638199,355155.46483968943,398174.23877865705,446175.6456863487,463056.4520228978,497363.73521122825,602073.6921714273,708785.8391682914,682143.5046100098,727368.3835150792
77,Multnomah County,OR,159850.39228015015,165345.37189606624,174126.05079405382,184797.02882872729,197122.196796824,221964.88678935872,261314.54009494605,282525.30038395413,278370.5924921147,255411.13519006805,243290.0756877755,222881.29827575703,221946.18305559843,248088.9154898904,273524.353962153,306339.00465644465,359320.468520558,390879.8694035197,401450.7160319644,402776.1227896948,420847.7499383067,480230.2859940837,515937.6978297922,488824.99188643816,490955.0819065334
78,Fort Bend County,TX,160497.02137329648,162581.59247538168,166342.4585276189,172182.65176682718,179253.8585444244,187341.8242575225,190085.22559023197,196134.5530654909,195754.31356644983,191462.97428682083,194395.5035467829,187092.73954415173,187211.1988127757,198269.81662952172,220019.27834096143,243888.3858436629,253901.83904096464,256456.6259594217,261173.7679350112,264669.1147651072,270720.86326549907,308404.02023356024,368677.8925329866,376415.3188527837,383019.536296698
79,Essex County,MA,222434.75833056503,256592.4898443072,289157.4052820617,326821.46786952054,353455.2624666418,379833.9893984488,376935.410507248,354705.6305415412,331228.5725059026,306625.2430692465,313063.60118389525,302885.0051387971,299197.1081001737,319864.19926205993,340931.1608241527,359310.8730118813,384059.26823230577,410710.6084976396,438495.0793534145,451656.6045124692,480204.7167050661,549912.6467133028,599519.7345261754,619898.8329410501,667069.5891177519
80,Suffolk County,MA,207295.56638297343,244074.10452016312,279531.14191817585,315893.685957586,345168.6691521218,378167.7754383604,376663.3707870957,363496.3036339145,343876.9271694178,321975.9278840954,324296.4705982977,318462.4702683537,330600.68817443406,369955.86142959486,411914.63580580725,452399.14792282274,493677.0109012629,537697.2546212836,578290.8433775686,593991.9898010422,613602.4667526487,655697.7688904541,687532.1147221212,679586.986424682,708497.8869217262
81,Oklahoma County,OK,84181.77928112341,87792.92258177903,91209.0722648374,95182.40531561458,100246.82823959018,106108.72332464282,111770.1832593228,115107.57677935448,114994.74751912702,113615.0849396705,114628.93345486332,111383.03403602193,109643.74072984436,112161.63354135388,117205.93951471549,122493.68927506548,125689.95626706486,129129.54456837714,136125.67848356048,142046.58075859197,151408.24258792168,169642.83520926806,193921.61977678785,204885.0274200937,210051.96999881256
82,Jefferson County,KY,104509.59813093528,112374.18613891148,117534.93897151004,121037.50571701002,122175.16829395074,126837.5479259357,131660.13036282337,133284.42923701252,131824.22650522966,130732.34692242788,130166.42205125048,124589.7019160606,123222.1309731333,127518.07001358,133128.0133690275,137791.36226782663,144215.2867798951,153164.42081896818,161183.43001469856,173775.65325695946,183949.9285810464,203322.1568657523,219820.94567682617,228758.06865856217,237680.02302898336
83,San Joaquin County,CA,164462.14361438583,197079.92626557237,226723.34340489144,254088.8733670628,299322.15012754145,385765.6183186816,433598.3124333503,391140.0111282397,253079.25040101865,175874.19279392765,175737.43288659933,163880.07728905222,162693.9826062493,200243.34849151908,248386.3546955797,273325.7651321593,302422.62329812354,332738.7106868958,364667.5166473166,380760.3214232152,400276.1271863575,477169.4121455521,540404.4670687269,518263.1924641776,532935.8416913043
84,Cobb County,GA,157744.30336799356,168690.8735235098,177037.59878092422,181711.54990473535,187601.14779075552,195020.27549811112,203457.413034486,207197.4415697376,200071.1703984484,186550.00261073065,175122.80935416766,155954.28438417256,155965.33070403495,170117.89526129086,190831.78175734903,203632.0469347388,219551.6397831069,235140.32998464364,252849.36095582476,267359.0948813953,283333.392236379,330645.06609403825,395324.1110702694,408063.73985112255,422746.6185316199
85,San Mateo County,CA,454896.0373901504,536160.255722761,549947.5214351349,584732.7147339318,652826.8336137901,759834.9249162968,811009.9038329968,811770.6136135398,738423.7928498564,645578.890187582,639510.1935882309,591678.3506833251,607685.816360795,735694.6848068069,845144.3184827677,978715.3177037872,1086982.6828098565,1153203.139226962,1313850.1782993623,1308139.383922174,1339887.2793524107,1459969.8457893888,1601321.3515957715,1485632.7043992083,1526814.6613011805
86,Dekalb County,GA,138968.18141067176,151655.66479346083,159089.74905184333,162188.00843300417,164482.0343938372,170196.16015067356,174990.66646257334,176164.48285238468,162409.85458802123,136151.1088801004,125604.49960355916,109161.18955161788,106087.42639497208,119098.66418688296,141626.1943386997,155930.55874126943,172643.19550849908,191588.8646790177,213172.79750948292,226899.71236306403,238282.72115547987,278256.61843071954,329113.3993317568,332274.1670634897,337645.2329731998
87,Monroe County,NY,97602.96396482982,100688.80509831982,104237.31352737952,108936.2337972382,114514.63960587798,117571.64301071448,121240.65592886572,123415.58352232844,125101.92334089246,124490.04958863964,125920.80191157424,122658.799007753,120993.51923672754,122967.7059700245,125283.78519733137,127836.5390647505,137277.78825774085,144318.89084626824,143554.58318999375,150887.68567224385,162067.1821329427,185486.12036137944,207184.97825183952,224970.7528218003,245055.4965685272
88,Lee County,FL,129166.7656896173,139267.0838313408,153804.03391867632,172448.11831471973,194458.34137447865,243733.8538679233,306390.1722323994,274777.08906781377,205788.0966615417,151191.3498072217,133393.83028873045,128664.64438828747,135499.2724375142,154276.45768017074,171937.51483020725,190409.8887909721,212232.66306251052,222726.2433575509,229465.6668692668,233497.29425019448,241748.8387358399,290288.6120027371,383290.9507121742,394839.6719858223,384562.89731545845
89,El Paso County,CO,163565.39184614064,177125.35471400266,187284.80834798072,193046.33774644183,199172.87856907025,209495.6670722775,219081.31835968376,223643.00437757096,216677.21807859783,207769.6129410171,208685.76277314732,199026.52836938,199909.1824494917,209964.21390905496,217918.4053865769,230578.6604436932,249219.10206473936,271757.61081130634,298117.7749170688,318198.2325828932,344898.6304603819,404491.8231911375,460738.5963925332,447832.7650584515,451340.8383726352
90,Norfolk County,MA,245174.76456150305,285844.1193434134,323125.51775901864,361059.3480181506,393290.39368298143,421716.41218209313,415119.5027942544,395715.5416180569,379793.8227595984,359900.44337137736,360562.1283889268,349507.1852101103,345323.1730517733,369220.38926886907,397022.83896029234,418366.4806415642,445239.4903054903,473435.6383054184,500480.33916931663,511557.57911259664,535131.8866128287,596342.8779817568,648819.2794798455,666138.0858770589,713476.9844230703
91,Lake County,IL,181417.8474084807,196528.33066094856,212163.72494107613,227273.09223887743,241559.4184273082,256339.4068199494,269032.8639203208,271318.2521289139,254787.73662954345,226431.98459993783,213149.70389722523,193048.61566334948,184505.951360637,195187.18027923335,214942.32298237743,223088.665125232,232056.03284267857,239388.33762603035,244682.75055484925,245836.12916470715,250464.23502594532,278943.1882315246,309654.6726259052,323182.0007626698,345383.4263459377
92,Jackson County,MO,82148.63925648209,88176.63567325572,94309.9961779676,99811.93248933868,103231.00479941488,106612.96963572896,110336.41878815788,112287.91889211428,109545.75543366942,103528.26426313382,101461.65725389365,92219.43794365838,87841.69027365769,89237.79648303318,95711.59660882653,102776.42674888128,112289.38370444711,124522.9522406218,136977.3876245597,146060.12798009944,157022.19694638698,182473.0117224356,205242.09396082745,215325.26383451364,225266.57681174375
93,Polk County,FL,91426.913408585,95951.43186488896,100553.12543642885,107189.23387051036,117613.07987161228,141677.03268644572,176869.89572133383,180214.32771374655,159363.95844973318,128786.43000723136,111821.78550714416,96247.0936504103,97103.14995674016,109026.11181937844,123781.5390034968,134305.59112579637,146575.4146794027,160361.80116586498,175906.42704124632,189897.1902988096,204180.3237985424,239235.87859820237,301755.78433313564,309341.76561972406,310818.40026472666
